,TCGA-CZ-5455-11,TCGA-CZ-5467-11,TCGA-B0-5697-01,TCGA-BP-4177-01,TCGA-B0-4815-01,TCGA-B2-3924-01,TCGA-B0-4843-01,TCGA-B0-5701-01,TCGA-B0-4828-01,TCGA-CZ-5982-01,TCGA-B0-4706-01,TCGA-CJ-4918-01,TCGA-MM-A564-01,TCGA-B0-4813-01,TCGA-CZ-5458-01,TCGA-B8-A54D-01,TCGA-CZ-5460-01,TCGA-CZ-5451-11,TCGA-BP-5191-01,TCGA-DV-A4VX-01,TCGA-AK-3425-01,TCGA-CZ-5468-01,TCGA-BP-5189-01,TCGA-B4-5844-01,TCGA-CZ-5451-01,TCGA-CW-5585-01,TCGA-CW-5583-01,TCGA-CJ-5678-01,TCGA-CZ-5464-01,TCGA-B8-5162-01,TCGA-A3-3385-01,TCGA-CW-5580-01,TCGA-CJ-4901-01,TCGA-B0-4814-01,TCGA-B2-5633-01,TCGA-CZ-5453-11,TCGA-CZ-5985-01,TCGA-MM-A84U-01,TCGA-B8-5553-01,TCGA-CZ-5458-11,TCGA-B0-4819-01,TCGA-B0-4694-01,TCGA-GK-A6C7-01,TCGA-A3-3367-01,TCGA-B0-4848-01,TCGA-CW-5587-01,TCGA-A3-A8OX-01,TCGA-B0-4691-01,TCGA-AK-3428-01,TCGA-B0-4852-01,TCGA-BP-5183-01,TCGA-DV-5576-01,TCGA-B0-4822-01,TCGA-B0-5712-11,TCGA-A3-A6NI-01,TCGA-CZ-5466-01,TCGA-BP-5010-01,TCGA-BP-5186-01,TCGA-CJ-4916-01,TCGA-B0-5695-01,TCGA-B0-5120-01,TCGA-B0-5712-01,TCGA-B0-4712-11,TCGA-B0-5100-01,TCGA-BP-4770-01,TCGA-CW-5589-01,TCGA-G6-A5PC-01,TCGA-B0-5711-01,TCGA-B0-4945-01,TCGA-CZ-5470-11,TCGA-B0-5110-01,TCGA-T7-A92I-01,TCGA-B0-5102-01,TCGA-CZ-5470-01,TCGA-CJ-4912-01,TCGA-B0-5108-01,TCGA-EU-5904-01,TCGA-B0-5705-01,TCGA-BP-5177-01,TCGA-CZ-5457-01,TCGA-B0-5399-01,TCGA-CZ-5986-01,TCGA-B8-4146-01,TCGA-B0-5700-01,TCGA-BP-5201-01,TCGA-B8-5550-01,TCGA-B0-4688-01,TCGA-B0-5115-01,TCGA-B0-4701-01,TCGA-CW-6090-01,TCGA-A3-3376-01,TCGA-B0-4703-01,TCGA-CJ-5677-01,TCGA-AK-3454-01,TCGA-B8-5159-01,TCGA-BP-5170-01,TCGA-CJ-6033-01,TCGA-B0-4690-01,TCGA-A3-3357-01,TCGA-CZ-5461-01,TCGA-BP-4760-01,TCGA-B0-5713-01,TCGA-B2-5636-01,TCGA-B8-5549-01,TCGA-B0-5106-01,TCGA-CZ-5468-11,TCGA-B0-5095-01,TCGA-B0-4844-01,TCGA-B0-4700-01,TCGA-A3-A8OV-01,TCGA-BP-5168-01,TCGA-B8-5158-01,TCGA-AK-3460-01,TCGA-CJ-4902-01,TCGA-B0-5696-01,TCGA-BP-5174-01,TCGA-6D-AA2E-01,TCGA-B0-5693-01,TCGA-B0-4811-01,TCGA-B0-5692-01,TCGA-B8-A54H-01,TCGA-CJ-6030-01,TCGA-BP-5202-01,TCGA-BP-5194-01,TCGA-CZ-5465-11,TCGA-CZ-5457-11,TCGA-A3-A6NL-01,TCGA-CJ-4903-01,TCGA-BP-5185-01,TCGA-B0-4818-01,TCGA-B4-5832-01,TCGA-AK-3461-01,TCGA-CZ-4864-11,TCGA-B8-A54G-01,TCGA-B8-A7U6-01,TCGA-AK-3450-01,TCGA-A3-A6NN-01,TCGA-CZ-4856-01,TCGA-CJ-5680-01,TCGA-CZ-5454-11,TCGA-B0-4823-01,TCGA-CZ-5987-01,TCGA-B8-4621-01,TCGA-CZ-4865-11,TCGA-B2-A4SR-01,TCGA-B4-5835-01,TCGA-BP-5169-01,TCGA-B0-4693-01,TCGA-B0-5691-01,TCGA-CZ-5462-11,TCGA-CJ-6028-01,TCGA-CJ-5671-01,TCGA-B0-5706-01,TCGA-B0-5402-11,TCGA-B0-5092-01,TCGA-B0-5121-01,TCGA-BP-5184-01,TCGA-B0-5702-01,TCGA-B2-4101-01,TCGA-CZ-5461-11,TCGA-B0-5710-01,TCGA-BP-5199-01,TCGA-CJ-5683-01,TCGA-CW-6097-01,TCGA-B0-5107-01,TCGA-AK-3440-01,TCGA-CZ-5465-01,TCGA-B8-5545-01,TCGA-CZ-5984-01,TCGA-B0-4712-01,TCGA-AK-3431-01,TCGA-CZ-5455-01,TCGA-AK-3453-01,TCGA-G6-A8L7-01,TCGA-B0-5098-01,TCGA-B4-5378-01,TCGA-B0-5096-01,TCGA-B0-5711-11,TCGA-BP-5176-01,TCGA-CW-5581-01,TCGA-B2-5641-01,TCGA-A3-3387-01,TCGA-CJ-4882-01,TCGA-DV-5573-01,TCGA-BP-5187-01,TCGA-B4-5377-01,TCGA-CJ-5675-01,TCGA-MM-A563-01,TCGA-B0-4846-01,TCGA-DV-5567-01,TCGA-CW-5588-01,TCGA-BP-4993-01,TCGA-A3-A8OW-01,TCGA-B0-4699-01,TCGA-CJ-4905-01,TCGA-B8-A54J-01,TCGA-B0-5699-01,TCGA-CZ-5456-11,TCGA-DV-5569-01,TCGA-3Z-A93Z-01,TCGA-B0-4847-01,TCGA-BP-5192-01,TCGA-B0-4718-01,TCGA-B0-5707-01,TCGA-CZ-4863-11,TCGA-B0-5402-01,TCGA-B0-4713-01,TCGA-A3-A8CQ-01,TCGA-A3-A6NJ-01,TCGA-B8-5546-01,TCGA-EU-5906-01,TCGA-CJ-4920-01,TCGA-CJ-5672-01,TCGA-BP-4782-01,TCGA-B0-5117-01,TCGA-CJ-6032-01,TCGA-AK-3433-01,TCGA-G6-A8L8-01,TCGA-CZ-5452-11,TCGA-B0-4827-01,TCGA-CJ-4908-01,TCGA-CZ-5989-01,TCGA-B0-4810-01,TCGA-B0-4698-01,TCGA-BP-5175-01,TCGA-BP-5198-01,TCGA-CZ-4865-01,TCGA-B0-4849-01,TCGA-BP-5182-01,TCGA-BP-5180-01,TCGA-B8-5165-01,TCGA-CZ-4853-01,TCGA-B0-5698-01,TCGA-DV-A4W0-05,TCGA-CJ-5679-01,TCGA-CZ-5467-01,TCGA-B8-5164-01,TCGA-BP-5173-01,TCGA-B0-4824-01,TCGA-CW-5591-01,TCGA-DV-5575-01,TCGA-B0-4845-01,TCGA-CW-5590-01,TCGA-B0-4841-01,TCGA-CZ-5469-11,TCGA-CZ-5463-11,TCGA-BP-5181-01,TCGA-A3-3358-01,TCGA-DV-5566-01,TCGA-DV-A4VZ-01,TCGA-B0-4697-01,TCGA-B0-5116-01,TCGA-B8-5163-01,TCGA-CZ-5452-01,TCGA-CW-5584-01,TCGA-B0-5690-01,TCGA-CJ-6027-01,TCGA-B0-5083-01,TCGA-CZ-5463-01,TCGA-CZ-5459-01,TCGA-DV-5565-01,TCGA-CJ-4907-01,TCGA-CZ-4864-01,TCGA-B8-4153-01,TCGA-CW-6087-01,TCGA-B0-4821-01,TCGA-CJ-6031-01,TCGA-EU-5907-01,TCGA-BP-4795-01,TCGA-CZ-5466-11,TCGA-CZ-5456-01,TCGA-B0-5400-01,TCGA-AK-3458-01,TCGA-CJ-5686-01,TCGA-B0-5113-01,TCGA-CJ-5676-01,TCGA-BP-5195-01,TCGA-CJ-5689-01,TCGA-B0-4817-01,TCGA-BP-5200-01,TCGA-B0-5109-01,TCGA-CZ-4866-01,TCGA-B8-A54K-01,TCGA-B0-4707-01,TCGA-B0-5097-01,TCGA-CW-6088-01,TCGA-B2-5639-01,TCGA-B8-A54I-01,TCGA-B8-A54F-01
hsa-mir-4328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6505,0,0.274625,0,0,0,0.446043,0,0,0,0,0,0,0,0,0,0,0.493561,0,0,0,0.18482,0,0,0,0,0.2168,0,0,0.316674,0,0,0,0,0,0,0.279393,0,0,0,0,0,0,0,0.407901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287354,0,0,0,0,0,0,0,0.469253,0,0,0.651204,0,0,0,0,0,0,0,0,0.212882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151013,0,0,0,0,0,0,0,0,0,0,0,0.243663,0,0.31521,0,0,0,0,0,0,0,0.407366,0.924461,0,0,0.259633,0,0,0,0,0,0.126702,0.271482,0,0,0,0,0,0,0.845245,0,0,0,0.495133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265869,0.428485,0,0,0,0,0.228773,0,0.343211,0,0,0,0,0,0,0,0,0,0,0.46788,0,0,0,0,0.123938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567126,0,0.69523,0,0.254621,0,0,0.250202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147222,0,0,0,0,0,0,0,0,0.420316,0,0,0,0,0,0,0,0.339248,0,0,0,0,0,0,0,0,0,0,0.136432,0,0,0,0,0,0,0,0.726906,0,0.082675,0,0,0,0,0.488057,0
hsa-mir-5685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306421,0.343211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428148,0.082675,0,0,0,0,0,0
hsa-mir-5687,0,0.274625,0,0.437539,0.707059,0.892086,0,0,0,2.033869,0.569011,0,0,0,1.486751,0,0,0,0,0,0.18482,0.452167,1.018547,0,0.553024,0.650401,0.368519,0.965013,1.266695,0,0.531733,0.484128,0,1.545091,0.470181,0,0,0.195762,1.90424,0.292542,0,0.490283,0.277056,0,0.67414,0.911785,0.13168,0,0.992704,0,2.487305,0,0.485282,0.251937,0.822336,0,1.186127,1.217795,0.592129,0.653915,0.784486,0,0.525929,1.149418,0,0,0.197997,0,1.004637,0,0.724732,0,0,0,0.651204,0.647289,0.463015,0.914954,0.404115,1.218436,0.751139,0.284353,0,0.212882,1.216794,0.897198,0,1.529283,1.006361,0,0.72962,0.812947,0,0.894984,2.786852,0,0.559604,0,0,0,0.311145,0.995189,0.302026,1.077066,0.540103,0,0.497363,0,0.531398,0,2.301567,0.775597,0.319313,1.113407,0.730988,1.11747,0.157605,0,0.840296,0.791793,0.85608,1.162512,0.951245,1.849535,0.203683,0,0.282299,0.557388,0.519265,0.215589,0,0.352682,0.338426,0,0.126702,0.542964,0.26893,0.707917,1.520662,0,0.555519,0.58919,0.281748,0,0.308644,0,0,1.608298,0.68627,0.397545,0,0,0.418926,0,2.088518,0.978358,0,0.491934,0,0,0,0,0.344227,0,0,0,0.448889,0,0,0,0.305259,0.265869,0,0.32256,0,0.330203,0,0,0.919262,0.343211,1.181338,2.201817,0,0.914774,1.259645,0.616204,0.837441,0.537288,0.428488,0.21713,0.46788,1.015139,0,0,0.843946,0.867567,0.456004,0,0.387315,0.425922,1.462439,0.332478,0.546009,0,0,0.889762,0,0.121186,1.194381,0,0.691248,1.591804,0.55434,1.535642,0,0.315699,0,0.348977,0.254621,0.623372,0.75294,0.750606,0.781782,0.622173,1.445269,0,0,0.376459,0.541737,0,0,0,0,0.329725,0.750387,0.194252,0.45421,0,1.300106,0,0.50087,1.027914,1.630446,2.07197,0,0,0,0.388954,1.41093,0,0,0,0.522822,0.420316,1.003861,2.145148,0,0,1.018455,0.710323,0.925575,0.339248,0.589354,0.24997,0.06749,0,0,1.503485,1.075248,0,0.478394,0.520005,0.409296,0.411122,0,0.760886,0,1.573119,0.461555,0.366003,0,1.712593,0,1.172924,0,0,0,0,0.241539
hsa-mir-5688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520005,0,0,0,0,0,0.524373,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5683,1.832185,1.373127,0,0.145846,1.414117,2.230215,4.354279,3.234404,1.167906,0,0.379341,6.33698,32.820359,0.445289,5.054952,0.851005,0,0.212873,0,2.642057,1.663382,0.452167,2.037093,3.768347,4.977215,0.433601,0,4.825065,2.533389,0.589356,1.5952,4.841281,1.411467,1.545091,1.880723,1.396965,2.019262,0.587286,3.046783,1.170168,0.428495,0.490283,13.8528,6.934323,2.022421,0,1.843524,0.557331,0,4.503223,0,2.257236,0.485282,0.503874,3.289345,1.840074,11.268207,1.217795,0.592129,0.435944,1.176729,2.975309,3.155574,4.022962,2.335012,0.399314,0.593991,2.876124,10.046374,2.23178,1.811829,1.173133,0,5.522907,3.907224,1.941867,5.093164,0.914954,0.404115,1.462124,2.628988,0.568706,2.242338,1.915936,0,1.794396,0,2.548805,7.044525,2.996502,0.72962,0.406473,5.10392,0.596656,3.901593,0.603097,2.79802,1.047657,0.628474,1.47373,0,2.487973,0.151013,2.692666,5.401026,0.625192,6.465719,9.125735,1.062796,2.151914,1.150784,1.551193,2.5545,0.556704,0.243663,0,0.630419,3.562158,1.96069,3.431104,0.513648,1.93752,5.231849,2.311918,1.425781,0.308154,0.846896,0,2.336694,1.293531,0.4669,0.705363,0.676852,4.043138,3.547644,0,2.420367,1.061875,0,2.516505,1.666557,0,0,0,6.79017,0,1.980532,1.072199,0.343135,0.79509,2.733168,3.063338,0.418926,0.617555,0,0,0.397881,1.475801,2.640323,0.718027,0.826977,0,3.786498,0,0,0,8.5289,0.63363,1.809254,2.391947,6.715695,0.265869,5.141822,1.935358,15.697301,0.165102,0.606983,2.516508,1.532103,0.343211,3.544015,0.489293,0.531598,0,2.939171,0.616204,0,0.268644,1.285464,0.21713,0.93576,0,9.435856,0,1.265918,3.47027,1.596015,1.183182,1.549259,2.896267,1.462439,0.997435,11.466199,1.244792,0.835076,14.681074,0.98402,0.484745,1.911009,0.702152,2.764994,1.591804,0.55434,2.047523,0,1.262796,1.390459,0,1.273106,3.116861,1.505881,0.250202,0.312713,3.421953,0,1.341127,0.977701,4.141046,2.166949,0.808681,2.035231,0,4.116284,0.494587,3.001547,2.525274,0.908419,0.398232,0,2.112958,1.502609,3.597697,10.32616,0.414394,0.883329,0,1.778505,3.889539,2.116395,0.256838,2.409999,1.241796,1.045644,0,1.003861,10.296713,0,0.989325,0.611073,1.420646,1.619757,0.678495,1.57161,4.249496,0.06749,0.480666,0.38686,0,0.716832,1.436655,1.435183,1.560016,1.091456,1.644487,2.292037,0.380443,2.484931,0.524373,2.307774,1.830015,0,1.712593,0.909428,0,0,1.091933,3.291002,3.416398,3.140008
hsa-mir-5684,0,0.274625,0,0.437539,0,0,0,0,0.583953,0,0.18967,0.792123,0,0,0.29735,0.425503,0,0,0,0,0.554461,0.452167,0.509273,0.942087,0.276512,0.2168,0.737038,0.482506,0.316674,0.589356,0,0,0.940978,0,0.470181,0.279393,0.504815,0.195762,0.380848,0.146271,0.856989,0,0.415584,0.407901,0,0,0.263361,0,0.496352,0,0,0.225724,0,0,0.164467,0.262868,0,0,0,1.525802,0,0,0,0,0,0,0,0.575225,0,0,0.362366,0.469253,0,0,0,0,0.231507,0.304985,0.808229,0,0,0,2.242338,0,0,0.448599,0,0,0,0,0,1.21942,0,0.298328,1.114741,0,0,0.523829,0,0,0.311145,0.497595,0.302026,0,0.540103,0.416795,0,0,0,0.215191,0,0,0,0.556704,0,0,0.157605,0.395795,0,0,0.342432,0.775008,0.475623,0.462384,0,0,0.423448,0,0.259633,0,0,0.352682,0,1.347713,0.253403,0.271482,0.537859,0,0.506887,0,0,0,0.845245,1.174407,0.308644,0,0,1.608298,0,0.397545,0,0.680742,0,0,0.696173,0.489179,0.397881,0.491934,0,0,0.413488,0,0.344227,0,0,0,0,0,0,0.478389,0.610518,0,0,0,0.682491,0,0,0,0.612841,0.343211,0,0,0,0,0,0,0.279147,0,0.428488,0,0,0,0,0.669022,0,0,0.228002,0,0,0.425922,0,0.664956,0,0,0.278359,0.889762,0,0.121186,0.477752,0,0.345624,0,0,0,0,0.315699,0,0,0.763863,0,0.37647,0.250202,0,0,0.722635,0.447042,0.48885,0.376459,1.083475,0,0.508808,0,0.457365,0,0.750387,0,0.45421,0.398232,0,1.584718,0,0,0.543482,0.414394,0.294443,0,0.592835,0.777908,0.705465,0,0,0,0.522822,0,0.50193,0.858059,0,0,0,0.355162,0,0,0.392903,0,0.607406,0,0.38686,0,0.358416,0,0,0.520005,0.136432,0,0,0,0.621233,0,0,0.366003,0,0,0.248026,0,0,0.65516,0,0,0.724617
hsa-mir-4662a,29.0096,12.08352,7.328638,11.23018,9.191761,24.532368,38.566472,4.528165,12.263017,14.237085,16.880653,15.050328,4.688623,5.788753,21.111857,2.553015,19.248879,48.322116,3.814671,14.971655,16.818644,25.321378,3.05564,13.660256,9.677919,14.092019,24.322248,8.685117,12.98362,7.072269,13.293333,15.976227,11.762226,18.927359,8.463255,18.719324,0.504815,7.047429,22.089179,14.188281,11.569353,12.257077,8.31168,53.027179,7.752612,12.461063,10.007699,6.687972,11.416092,19.398501,8.083743,12.189074,10.19092,15.620083,15.459921,25.235299,15.419652,35.316045,9.474071,19.61746,29.810456,1.983539,18.670478,16.666557,14.593828,20.963959,4.751928,16.106292,9.041737,14.729749,18.480658,10.5582,7.99328,25.543445,4.558428,15.534936,31.948031,8.082092,23.034538,6.823244,28.543298,5.971417,9.7168,7.450862,9.328752,13.906571,14.173876,29.056371,24.152657,7.491254,13.13316,14.226567,8.506533,28.639499,20.622705,10.252643,8.953664,11.000403,2.513897,5.526486,6.222895,11.444676,16.460416,11.309196,8.641642,27.091658,8.455171,9.125735,9.033769,20.443187,11.507837,12.409546,16.604252,11.134072,13.645101,4.469881,16.233298,20.58136,23.24818,15.571933,10.957821,15.500163,9.036831,27.280638,8.758371,26.809362,12.421149,15.049463,4.93302,14.228845,106.920013,13.754581,15.906026,2.021569,8.235603,13.84558,7.530031,13.804381,14.699733,17.05631,14.999017,2.356759,5.353218,13.30995,16.358136,5.941629,10.892928,25.196668,9.264649,9.541074,7.516213,10.891867,5.86496,31.495304,4.177037,33.264163,23.077101,16.233814,32.211936,10.411397,9.923724,14.032378,14.801765,6.062921,2.54067,75.813824,26.933367,14.573486,6.332389,10.524568,35.41003,10.634774,32.993359,6.773752,8.189896,9.740997,12.746648,21.275929,13.482507,6.864228,2.953346,8.317974,10.366165,9.147742,21.833841,12.015979,5.862087,12.088991,31.279633,12.15929,6.08244,11.166526,11.558924,131.79726,18.566803,17.723163,12.084113,24.452433,11.61944,19.422026,25.836417,19.283736,56.784987,8.713545,24.495572,17.795241,5.412107,14.905895,15.526949,14.043031,19.00933,35.019691,18.29322,12.797019,212.104955,8.839575,181.454956,2.268348,17.314236,4.986978,26.729382,21.267168,12.195805,4.666299,25.292215,5.364507,9.777006,9.035008,11.376484,4.852086,17.299462,9.521617,18.294596,5.935042,3.001547,7.38157,4.542095,4.380547,27.302228,2.641197,14.024353,32.893232,13.04357,31.079555,20.463795,9.339944,16.006545,22.559324,27.51314,4.623092,11.447493,16.143353,15.161845,5.043786,9.536678,26.170811,4.476007,96.459205,7.129182,11.36517,19.205685,10.855925,4.125477,16.498045,1.214811,12.016643,9.671498,6.765681,13.978224,60.052174,5.262337,18.200189,9.140941,17.678239,30.713291,10.271967,9.629108,20.974925,5.077103,6.588054,12.357399,2.997037,8.267523,7.624007,10.614048,11.137713,21.626582,13.177536,9.178485
hsa-mir-4662b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556704,0,0,0,0,0.280099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281748,0.391469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413488,0,0,0,0,0,0,0.316815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511881,0.567126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256838,0,0,0,0,0,0,0,0,0,0,0,0.339248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5680,0,0.274625,0,0,0.707059,0.446043,0,0,0,0,0,0,0,1.781155,0,0,0,0.212873,0,0,0.18482,0,0,0,0.276512,0.433601,0,0,0.316674,0.589356,0,0,0,0.386273,0.156727,0,0,0,0.380848,0.146271,0,0,0.415584,0,0,0,0,0.557331,0.496352,0,0,0,0,0.251937,0,0.525735,0,0,0,0,0,0,0,0.287354,0,0,0,0,0,0.223178,0,0,0,0,0,0,0,0,0.404115,0,0,0,0,0,0.405598,0,0,0,0,0,0.72962,0.406473,0,0,0,0,0,0.523829,0,0,0.311145,0,0.151013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263931,0,0,0,0.462384,0,0,0,0.557388,0,0,0,0.352682,0,0.336928,0,0.542964,0,0,0,0,0,0.58919,0,0.391469,0.308644,0,0,0,0.171568,0,0.683292,0.340371,0,0,0,0,0.397881,0.491934,0,0.359014,0.413488,0,0,0,0.508134,0,0,0,0,0,0,0,0,0,0,0,0.606983,0,0,0,1.181338,0.244646,0,0.228694,0.419882,0,0.279147,0,0,0,0.93576,0,0,0,0,0.123938,0.456004,0,0,0.425922,0,0.332478,0,0.622396,0,0,0.49201,0,0.477752,0,0,0.530601,0,0,0,0,0,0,0.254621,0,0.37647,0.500404,0,0,0,0,0.48885,0,0,0,0,0,0,0,0,0,0.45421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.260947,0,0.42903,0,0.494663,0,0,0,0.339248,0,0.24997,1.012343,0,0,0,0.358416,0,0,1.040011,0,0,0,0,0.310616,0,0,0,3.634529,0,0,0,0,0,0.470143,0,0
